Symbol,Company,Market,Industry,Sector,Auditor,Auditor_Original,Audit_fee,Audit_fee(Sub),Other_fee,Other_fee(Sub),Totat_audit_fee,Totat_other_fee,รวมสินทรัพย์,รายได้จากการดำเนินงาน
PTTEP,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพรซ์วอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด (PwC),80480000,49100000,30890000,,80480000,30890000,"934,000,000,000.00","281,000,000,000.00"
PTTGC,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"4,148,000","7,401,500","8,375,000",,"11,549,500","8,375,000","606,000,000,000.00","488,000,000,000.00"
PYLON,บริษัท ไพลอน จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,PROUD IN PRO COMPANY LIMITED,บริษัท พราวด อิน โปร จำกัด,"879,000","45,000",0,0,"924,000",0,"1,510,000,000.00","1,490,000,000.00"
Q-CON,บริษัท ควอลิตี้คอนสตรัคชั่นโปรดัคส์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,วัสดุก่อสร้าง,KPMG PHOOMCHAI AUDIT LIMITED,บริษัทเคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"437,000","277,000",0,0,"846,000",0,"3,120,000,000.00","1,880,000,000.00"
QDC,บริษัท ควอนตัม ดี ซี จำกัด (มหาชน),mai,เกษตรและอุตสาหกรรมอาหาร,-,SIAM TRUTH AUDIT COMPANY LIMITED,บริษัท สยาม ทรูธ สอบบัญชี จำกัด,"1,300,000",,0,,"1,300,000",0,"1,220,000,000.00","12,689,666.00"
QH,บริษัท ควอลิตี้เฮ้าส์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"6,430,000",,,,,,"42,100,000,000.00","7,570,000,000.00"
QHBREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ ควอลิตี้ เฮ้าส์ บิสซิเนส คอมเพล็กซ์,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท สำนักงาน อีวาย จำกัด,"650,000",,,,"650,000",,"7,540,000,000.00","1,000,000,000.00"
QHHRREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่า ควอลิตี้ เฮ้าส์ โฮเทล แอนด์ เรซิเดนซ์,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท สำนักงาน อีวาย จำกัด,740000,,1116,,740000,1116,"6,170,000,000.00","500,000,000.00"
QHOP,กองทุนรวมสิทธิการเช่าอสังหาริมทรัพย์ควอลิตี้ ฮอสพิทอลลิตี้,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,,บริษัท สอบบัญชีธรรมนิติ จำกัด,"445,000",,,,"445,000",,"1,010,000,000.00","69,001,792.00"
QLT,บริษัท ควอลลีเทค จำกัด (มหาชน),mai,บริการ,-,"D I A INTERNATIONAL AUDIT CO.,LTD.",บริษัท สอบบัญชี ดี ไอ เอ อินเตอร์เนชั่นแนล จำกัด,"1,450,000.00","270,000.00","30,000.00",0,"1,720,000.00","30,000.00","368,000,000.00","373,000,000.00"
QTC,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน),SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,1650000,1510000,,,3160000,,"2,350,000,000.00","1,580,000,000.00"
QTCG,บริษัท คิวทีซีจี จำกัด (มหาชน),mai,อสังหาริมทรัพย์และก่อสร้าง,-,A&A OFFICE COMPANY LIMITED,บริษัท สำนักงาน เอ แอนด์ เอ จำกัด,"1,600,000.00","100,000.00",0,0,"1,700,000.00",0,"509,000,000.00","306,000,000.00"
RABBIT,บริษัท แรบบิท โฮลดิ้งส์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,,,,,,0,"60,400,000,000.00","5,170,000,000.00"
RAM,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน),SET,บริการ,การแพทย์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"2,185,000.00","6,141,000.00",,,"8,326,000.00",0,"63,700,000,000.00","14,800,000,000.00"
RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,KPMG PHOOMCHAI AUDIT LIMITED,บริษัท เคพีเอ็มจี ภูมิไชย สอบบัญชี จำกัด,"3,650,000","2,206,500",,"4,224,242","5,856,500","4,224,242","238,000,000,000.00","27,100,000,000.00"
RBF,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,"8,303,000.00",,"315,000.00",,"8,303,000.00","315,000.00","5,800,000,000.00","4,300,000,000.00"
RCL,บริษัท อาร์ ซี แอล จำกัด (มหาชน),SET,บริการ,ขนส่งและโลจิสติกส์,A.M.T. & ASSOCIATES,สำนักงาน เอ. เอ็ม. ที. แอสโซซิเอท,1630000,5607720,100000,209772,7237720,309772,"75,600,000,000.00","36,900,000,000.00"
READY,บริษัท เรดดี้แพลนเน็ต จำกัด (มหาชน),mai,เทคโนโลยี,-,"DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT CO., LTD.",บริษัท ดีลอยท์ ทู้ช โธมัทสุ ไชยยศ สอบบัญชี จำกัด,"2,910,000","369,000",0,0,"3,279,000",0,"405,000,000.00","201,000,000.00"
RICHY,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,"DHARMNITI AUDITING CO., LTD.",บริษัท สอบบัญชีธรรมนิติ จำกัด,"2,145,000.00",,"177,160.00",,"2,145,000.00","177,160.00","6,390,000,000.00","783,000,000.00"
RJH,บริษัท โรงพยาบาลราชธานี จำกัด (มหาชน),SET,บริการ,การแพทย์,SP AUDIT COMPANY LIMITED,บริษัท เอส พี ออดิท จำกัด,2723000,,551059,,2723000,551059,"4,290,000,000.00","2,740,000,000.00"
RML,บริษัท ไรมอน แลนด์ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,PRICEWATERHOUSE COOPERS ABAS LIMITED,บริษัท ไพร้ซวอเตอร์เฮาส์คูเปอร์ส เอบีเอเอส จำกัด,1950000,2411000,,,4361000,,"6,470,000,000.00","130,000,000.00"
ROCK,บริษัท ร้อกเวิธ จำกัด (มหาชน),SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,1850000,26000,,,1876000,,"995,000,000.00","825,000,000.00"
ROCTEC,บริษัท ร็อคเทค โกลบอล จำกัด (มหาชน),SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"2,095,000.00",,"280,000.00",,"2,095,000.00","280,000.00","7,150,000,000.00","2,770,000,000.00"
ROH,บริษัท โรงแรมรอยัล ออคิด (ประเทศไทย) จำกัด (มหาชน),SET,บริการ,การท่องเที่ยวและสันทนาการ,EY OFFICE LIMITED,บริษัท สำนักงาน อีวาย จำกัด,"1,296,000.00",,,,"1,296,000.00",0,"8,330,000,000.00","1,040,000,000.00"
ROJNA,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,"ANS AUDIT CO., LTD.",บริษัท เอเอ็นเอส ออดิท จำกัด,"1,830,000",,,,"1,830,000",,"45,000,000,000.00","15,000,000,000.00"
RP,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน),mai,บริการ,-,KARIN AUDIT COMPANY LIMITED,N/A,,,,,,,"1,050,000,000.00","695,000,000.00"
RPC,บริษัท อาร์พีซีจี จำกัด (มหาชน),SET,ทรัพยากร,พลังงานและสาธารณูปโภค,EY OFFICE LIMITED,N/A,,,,,,,"8,820,000,000.00","8,340,000,000.00"
